organism,organ,assay,dataset_title,cell_type,count
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,"dendritic cell, human",20
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,"effector memory CD4-positive, alpha-beta T cell",1488
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,"effector memory CD8-positive, alpha-beta T cell",1030
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,germinal center B cell,11
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,innate lymphoid cell,138
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,macrophage,32
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,mast cell,70
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,memory B cell,3007
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,mucosal invariant T cell,38
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,naive B cell,320
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,non-classical monocyte,4
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,plasma cell,413
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,plasmablast,503
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,plasmacytoid dendritic cell,24
Homo sapiens,thoracic lymph node,10x 3' v3,Lymph_node,regulatory T cell,2326
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,alveolar macrophage,17
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,classical monocyte,16
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,conventional dendritic cell,13
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,"dendritic cell, human",20
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,macrophage,5
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,non-classical monocyte,4
Homo sapiens,thoracic lymph node,10x 3' v3,Myeloid compartment,unknown,92
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"CD16-negative, CD56-bright natural killer cell, human",343
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"CD16-positive, CD56-dim natural killer cell, human",34
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,CD4-positive helper T cell,374
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"CD8-positive, alpha-beta memory T cell",25
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",660
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,T follicular helper cell,5116
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,alpha-beta T cell,427
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"effector memory CD4-positive, alpha-beta T cell",3274
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",23
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,gamma-delta T cell,70
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,group 3 innate lymphoid cell,131
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,lymphocyte,139
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,mucosal invariant T cell,56
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"naive thymus-derived CD4-positive, alpha-beta T cell",5354
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,"naive thymus-derived CD8-positive, alpha-beta T cell",1595
Homo sapiens,thoracic lymph node,10x 3' v3,T & innate lymphoid cells,regulatory T cell,2351
Homo sapiens,thoracic lymph node,10x 3' v3,scRNA-seq of adult gamma delta T cells,gamma-delta T cell,74
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,germinal center B cell,196
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,lymphocyte,146
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,memory B cell,4611
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,naive B cell,2251
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,plasma cell,125
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,plasmablast,22
Homo sapiens,thoracic lymph node,10x 5' v1,B cell compartment,unknown,22
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"CD16-negative, CD56-bright natural killer cell, human",248
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"CD16-positive, CD56-dim natural killer cell, human",9
Homo sapiens,thoracic lymph node,10x 5' v1,Global,CD4-positive helper T cell,297
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"CD8-positive, alpha-beta memory T cell",104
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",687
Homo sapiens,thoracic lymph node,10x 5' v1,Global,T follicular helper cell,1588
Homo sapiens,thoracic lymph node,10x 5' v1,Global,alpha-beta T cell,558
Homo sapiens,thoracic lymph node,10x 5' v1,Global,alveolar macrophage,69
Homo sapiens,thoracic lymph node,10x 5' v1,Global,classical monocyte,81
Homo sapiens,thoracic lymph node,10x 5' v1,Global,conventional dendritic cell,54
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"dendritic cell, human",63
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"effector memory CD4-positive, alpha-beta T cell",1439
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",45
Homo sapiens,thoracic lymph node,10x 5' v1,Global,gamma-delta T cell,35
Homo sapiens,thoracic lymph node,10x 5' v1,Global,germinal center B cell,196
Homo sapiens,thoracic lymph node,10x 5' v1,Global,group 3 innate lymphoid cell,87
Homo sapiens,thoracic lymph node,10x 5' v1,Global,lymphocyte,241
Homo sapiens,thoracic lymph node,10x 5' v1,Global,macrophage,78
Homo sapiens,thoracic lymph node,10x 5' v1,Global,mast cell,1
Homo sapiens,thoracic lymph node,10x 5' v1,Global,memory B cell,4611
Homo sapiens,thoracic lymph node,10x 5' v1,Global,mucosal invariant T cell,64
Homo sapiens,thoracic lymph node,10x 5' v1,Global,naive B cell,2251
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",4223
Homo sapiens,thoracic lymph node,10x 5' v1,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",874
Homo sapiens,thoracic lymph node,10x 5' v1,Global,non-classical monocyte,8
Homo sapiens,thoracic lymph node,10x 5' v1,Global,plasma cell,125
Homo sapiens,thoracic lymph node,10x 5' v1,Global,plasmablast,22
Homo sapiens,thoracic lymph node,10x 5' v1,Global,plasmacytoid dendritic cell,46
Homo sapiens,thoracic lymph node,10x 5' v1,Global,progenitor cell,2
Homo sapiens,thoracic lymph node,10x 5' v1,Global,regulatory T cell,1414
Homo sapiens,thoracic lymph node,10x 5' v1,Global,unknown,51
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,B cell,429
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"CD16-negative, CD56-bright natural killer cell, human",220
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"CD16-positive, CD56-dim natural killer cell, human",21
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,T cell,208
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,T follicular helper cell,1103
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"activated CD4-positive, alpha-beta T cell",105
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"central memory CD4-positive, alpha-beta T cell",5262
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"central memory CD8-positive, alpha-beta T cell",782
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,classical monocyte,50
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,conventional dendritic cell,62
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"dendritic cell, human",53
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"effector memory CD4-positive, alpha-beta T cell",762
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,"effector memory CD8-positive, alpha-beta T cell",1108
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,germinal center B cell,187
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,innate lymphoid cell,90
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,macrophage,164
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,mast cell,1
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,memory B cell,4094
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,mucosal invariant T cell,59
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,naive B cell,2314
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,non-classical monocyte,31
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,plasma cell,207
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,plasmablast,23
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,plasmacytoid dendritic cell,41
Homo sapiens,thoracic lymph node,10x 5' v1,Lymph_node,regulatory T cell,1409
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,alveolar macrophage,69
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,classical monocyte,81
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,conventional dendritic cell,54
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,"dendritic cell, human",63
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,macrophage,78
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,non-classical monocyte,8
Homo sapiens,thoracic lymph node,10x 5' v1,Myeloid compartment,unknown,29
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"CD16-negative, CD56-bright natural killer cell, human",248
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"CD16-positive, CD56-dim natural killer cell, human",9
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,CD4-positive helper T cell,297
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"CD8-positive, alpha-beta memory T cell",104
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",687
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,T follicular helper cell,1588
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,alpha-beta T cell,558
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"effector memory CD4-positive, alpha-beta T cell",1439
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",45
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,gamma-delta T cell,35
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,group 3 innate lymphoid cell,87
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,lymphocyte,60
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,mucosal invariant T cell,64
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"naive thymus-derived CD4-positive, alpha-beta T cell",4223
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,"naive thymus-derived CD8-positive, alpha-beta T cell",874
Homo sapiens,thoracic lymph node,10x 5' v1,T & innate lymphoid cells,regulatory T cell,1414
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,germinal center B cell,39
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,lymphocyte,109
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,memory B cell,2492
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,naive B cell,1894
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,plasma cell,70
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,plasmablast,37
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,pro-B cell,1
Homo sapiens,thoracic lymph node,10x 5' v2,B cell compartment,unknown,68
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"CD16-negative, CD56-bright natural killer cell, human",149
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"CD16-positive, CD56-dim natural killer cell, human",28
Homo sapiens,thoracic lymph node,10x 5' v2,Global,CD4-positive helper T cell,190
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"CD8-positive, alpha-beta memory T cell",42
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",308
Homo sapiens,thoracic lymph node,10x 5' v2,Global,T follicular helper cell,973
Homo sapiens,thoracic lymph node,10x 5' v2,Global,alpha-beta T cell,427
Homo sapiens,thoracic lymph node,10x 5' v2,Global,alveolar macrophage,11
Homo sapiens,thoracic lymph node,10x 5' v2,Global,classical monocyte,18
Homo sapiens,thoracic lymph node,10x 5' v2,Global,conventional dendritic cell,43
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"dendritic cell, human",12
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"effector memory CD4-positive, alpha-beta T cell",1983
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",63
Homo sapiens,thoracic lymph node,10x 5' v2,Global,erythroid lineage cell,1
Homo sapiens,thoracic lymph node,10x 5' v2,Global,gamma-delta T cell,38
Homo sapiens,thoracic lymph node,10x 5' v2,Global,germinal center B cell,39
Homo sapiens,thoracic lymph node,10x 5' v2,Global,group 3 innate lymphoid cell,49
Homo sapiens,thoracic lymph node,10x 5' v2,Global,lymphocyte,136
Homo sapiens,thoracic lymph node,10x 5' v2,Global,macrophage,19
Homo sapiens,thoracic lymph node,10x 5' v2,Global,mast cell,2
Homo sapiens,thoracic lymph node,10x 5' v2,Global,memory B cell,2492
Homo sapiens,thoracic lymph node,10x 5' v2,Global,mucosal invariant T cell,49
Homo sapiens,thoracic lymph node,10x 5' v2,Global,naive B cell,1894
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",6068
Homo sapiens,thoracic lymph node,10x 5' v2,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",1184
Homo sapiens,thoracic lymph node,10x 5' v2,Global,plasma cell,70
Homo sapiens,thoracic lymph node,10x 5' v2,Global,plasmablast,37
Homo sapiens,thoracic lymph node,10x 5' v2,Global,plasmacytoid dendritic cell,22
Homo sapiens,thoracic lymph node,10x 5' v2,Global,pro-B cell,1
Homo sapiens,thoracic lymph node,10x 5' v2,Global,progenitor cell,1
Homo sapiens,thoracic lymph node,10x 5' v2,Global,regulatory T cell,2041
Homo sapiens,thoracic lymph node,10x 5' v2,Global,unknown,105
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,B cell,28
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"CD16-negative, CD56-bright natural killer cell, human",1138
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"CD16-positive, CD56-dim natural killer cell, human",388
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",11901
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"CD4-positive, alpha-beta memory T cell",7761
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"CD8-positive, alpha-beta memory T cell",3343
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"central memory CD4-positive, alpha-beta T cell",38928
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"central memory CD8-positive, alpha-beta T cell",893
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,classical monocyte,330
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,conventional dendritic cell,597
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"effector memory CD4-positive, alpha-beta T cell",8731
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",120
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"effector memory CD8-positive, alpha-beta T cell",1953
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",742
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,gamma-delta T cell,172
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,germinal center B cell,489
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,group 1 innate lymphoid cell,29
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,group 3 innate lymphoid cell,633
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,immature innate lymphoid cell,486
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,macrophage,1017
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,mast cell,282
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,memory B cell,38146
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,mucosal invariant T cell,201
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,naive B cell,27916
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"naive thymus-derived CD4-positive, alpha-beta T cell",24565
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,"naive thymus-derived CD8-positive, alpha-beta T cell",10645
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,non-classical monocyte,113
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,plasma cell,1065
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,plasmablast,2618
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,plasmacytoid dendritic cell,106
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - all cells,progenitor cell,101
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,B cell,235
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,germinal center B cell,307
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,memory B cell,38977
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,naive B cell,26874
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,plasma cell,1282
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,plasmablast,2581
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - b cell subset,precursor B cell,6
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - innate lymphoid cell subset,"CD16-negative, CD56-bright natural killer cell, human",1045
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - innate lymphoid cell subset,"CD16-positive, CD56-dim natural killer cell, human",581
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - innate lymphoid cell subset,group 1 innate lymphoid cell,2
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - innate lymphoid cell subset,group 3 innate lymphoid cell,633
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - innate lymphoid cell subset,immature innate lymphoid cell,410
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - innate lymphoid cell subset,innate lymphoid cell,3
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - myeloid cell subset,classical monocyte,498
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - myeloid cell subset,conventional dendritic cell,583
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - myeloid cell subset,macrophage,706
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - myeloid cell subset,non-classical monocyte,265
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - myeloid cell subset,plasmacytoid dendritic cell,111
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"CD16-positive, CD56-dim natural killer cell, human",23
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",11477
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"CD4-positive, alpha-beta memory T cell",13581
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"CD8-positive, alpha-beta memory T cell",4894
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"central memory CD4-positive, alpha-beta T cell",31019
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"central memory CD8-positive, alpha-beta T cell",1231
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"effector memory CD4-positive, alpha-beta T cell",7170
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",326
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"effector memory CD8-positive, alpha-beta T cell",307
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",252
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,gamma-delta T cell,511
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,germinal center T cell,91
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,group 3 innate lymphoid cell,197
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,innate lymphoid cell,18
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,mucosal invariant T cell,207
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"naive thymus-derived CD4-positive, alpha-beta T cell",28125
Homo sapiens,thoracic lymph node,10x 5' v2,Immune aging project - t cell subset,"naive thymus-derived CD8-positive, alpha-beta T cell",10526
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,B cell,277
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"CD16-negative, CD56-bright natural killer cell, human",130
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"CD16-positive, CD56-dim natural killer cell, human",36
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,T cell,359
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,T follicular helper cell,838
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"activated CD4-positive, alpha-beta T cell",78
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"central memory CD4-positive, alpha-beta T cell",7041
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"central memory CD8-positive, alpha-beta T cell",1070
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,classical monocyte,16
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,conventional dendritic cell,41
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"dendritic cell, human",9
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"effector memory CD4-positive, alpha-beta T cell",690
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,"effector memory CD8-positive, alpha-beta T cell",654
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,germinal center B cell,41
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,innate lymphoid cell,47
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,macrophage,28
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,mast cell,2
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,memory B cell,2195
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,mucosal invariant T cell,37
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,naive B cell,1912
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,non-classical monocyte,3
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,plasma cell,93
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,plasmablast,39
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,plasmacytoid dendritic cell,21
Homo sapiens,thoracic lymph node,10x 5' v2,Lymph_node,regulatory T cell,2187
Homo sapiens,thoracic lymph node,10x 5' v2,Myeloid compartment,alveolar macrophage,11
Homo sapiens,thoracic lymph node,10x 5' v2,Myeloid compartment,classical monocyte,18
Homo sapiens,thoracic lymph node,10x 5' v2,Myeloid compartment,conventional dendritic cell,43
Homo sapiens,thoracic lymph node,10x 5' v2,Myeloid compartment,"dendritic cell, human",12
Homo sapiens,thoracic lymph node,10x 5' v2,Myeloid compartment,macrophage,19
Homo sapiens,thoracic lymph node,10x 5' v2,Myeloid compartment,unknown,37
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"CD16-negative, CD56-bright natural killer cell, human",149
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"CD16-positive, CD56-dim natural killer cell, human",28
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,CD4-positive helper T cell,190
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"CD8-positive, alpha-beta memory T cell",42
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",308
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,T follicular helper cell,973
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,alpha-beta T cell,427
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"effector memory CD4-positive, alpha-beta T cell",1983
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",63
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,gamma-delta T cell,38
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,group 3 innate lymphoid cell,49
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,lymphocyte,23
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,mucosal invariant T cell,49
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"naive thymus-derived CD4-positive, alpha-beta T cell",6068
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,"naive thymus-derived CD8-positive, alpha-beta T cell",1184
Homo sapiens,thoracic lymph node,10x 5' v2,T & innate lymphoid cells,regulatory T cell,2041
Homo sapiens,thoracic lymph node,10x 5' v2,scRNA-seq of adult gamma delta T cells,gamma-delta T cell,172
Homo sapiens,thymus,10x 3' v2,Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation,"CD4-positive, alpha-beta T cell",5557
Homo sapiens,thymus,10x 3' v2,Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation,"CD4-positive, alpha-beta memory T cell",906
Homo sapiens,thymus,10x 3' v2,Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",2418
Homo sapiens,thymus,10x 3' v2,Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation,"CD8-positive, alpha-beta T cell",5500
